,image_id,grade,pos_x,pos_y,width,height
13259,29442.jpg,A,115,112,427,530
12226,64818.jpg,A,88,244,417,298
32244,55197.jpg,A,221,106,500,350
12739,46047.jpg,A,2,271,436,408
30984,36293.jpg,A,427,294,268,238
13083,53068.jpg,C,75,120,434,470
20122,34513.jpg,A,528,20,404,328
31960,19511.jpg,A,233,78,430,337
8184,40257.jpg,C,450,292,371,281
9223,95579.jpg,A,449,297,266,224
29016,75952.jpg,C,234,193,465,336
41787,36507.jpg,B,478,59,298,280
12157,43928.jpg,A,108,241,434,308
36508,83551.jpg,A,522,115,389,285
34590,68931.jpg,A,291,22,658,623
3556,76732.jpg,A,3,2,874,718
32502,18397.jpg,A,394,232,232,262
8518,72180.jpg,B,420,235,336,233
43057,13673.jpg,A,486,310,297,253
3978,67505.jpg,C,6,11,730,709
11869,93899.jpg,B,123,269,383,321
38747,14134.jpg,A,436,160,335,207
38309,06387.jpg,B,417,132,333,299
41594,95523.jpg,B,418,53,346,294
35660,59326.jpg,A,261,93,648,558
36292,19027.jpg,B,468,204,276,293
34751,69251.jpg,A,201,7,701,694
32074,17052.jpg,B,270,220,452,403
30003,62759.jpg,A,260,400,457,305
43590,67135.jpg,B,488,268,401,380
21405,45871.jpg,A,446,24,484,344
26283,60737.jpg,A,413,310,330,256
38283,44402.jpg,A,411,59,378,303
15787,09228.jpg,A,446,19,591,585
8302,16767.jpg,B,423,220,338,242
27977,78045.jpg,B,334,264,463,364
4830,52197.jpg,A,17,5,620,715
13949,70699.jpg,A,28,214,446,391
15529,18218.jpg,A,482,167,470,523
1961,34694.jpg,A,196,136,426,547
43958,67695.jpg,A,386,208,402,289
19380,62875.jpg,A,506,265,418,305
32750,54522.jpg,A,387,188,312,290
36060,88365.jpg,A,410,87,362,361
19607,58371.jpg,A,439,128,545,412
17546,64703.jpg,C,699,249,412,395
3427,43125.jpg,A,12,1,957,719
38246,53757.jpg,B,422,342,385,295
27488,78336.jpg,A,185,8,559,474
25274,44207.jpg,A,557,121,453,481
23698,08554.jpg,C,322,17,417,365
43,94218.jpg,B,312,33,471,667
43781,82643.jpg,B,418,413,331,268
37806,09039.jpg,A,552,166,347,271
21738,54897.jpg,A,508,99,388,340
16884,68201.jpg,B,318,62,668,505
17827,42424.jpg,C,530,126,487,537
43519,55405.jpg,B,452,158,344,288
37853,10500.jpg,B,572,172,318,311
19832,26915.jpg,B,462,107,413,335
33361,80067.jpg,A,430,384,239,270
10566,16997.jpg,A,456,289,248,244
19397,63369.jpg,A,374,256,556,416
44838,98750.jpg,A,526,228,266,269
39267,29770.jpg,A,331,142,459,556
12641,52477.jpg,A,137,249,393,285
18318,83783.jpg,B,489,117,397,357
32597,16434.jpg,C,373,277,290,278
39511,53610.jpg,B,238,90,581,487
43918,87371.jpg,A,451,128,316,285
19835,11077.jpg,B,448,40,429,340
43665,25635.jpg,B,529,264,338,374
31370,03946.jpg,B,447,125,247,202
18465,33812.jpg,A,484,218,425,396
14130,12153.jpg,C,63,137,524,445
7939,59927.jpg,B,479,262,394,289
32383,73311.jpg,C,262,197,428,509
32848,39159.jpg,A,414,247,242,234
16150,84295.jpg,A,490,126,456,503
25237,04529.jpg,B,497,197,419,435
3958,83209.jpg,B,4,3,944,717
36673,62090.jpg,A,550,332,305,228
31026,60914.jpg,A,424,60,237,306
11461,29515.jpg,C,344,232,329,254
44612,92620.jpg,A,477,264,340,294
39633,40083.jpg,C,223,132,639,504
42905,90522.jpg,B,447,139,320,283
35802,90643.jpg,A,214,51,811,643
25880,65415.jpg,A,347,44,377,289
12092,89781.jpg,A,147,328,393,276
39929,03985.jpg,A,251,92,532,524
29274,62818.jpg,B,241,40,459,363
39604,00551.jpg,A,335,49,501,594
1374,63833.jpg,B,180,94,546,577
910,25599.jpg,B,286,47,574,578
20451,91025.jpg,B,510,183,426,337
31095,90160.jpg,A,381,119,305,246
36950,93978.jpg,A,566,123,337,278
38927,91011.jpg,A,417,65,327,262
9385,56350.jpg,A,417,362,287,240
12842,23838.jpg,A,37,309,450,376
23152,49467.jpg,C,275,148,446,342
27147,22581.jpg,A,284,320,464,375
42216,79683.jpg,B,509,317,233,228
25375,58636.jpg,B,124,85,482,498
18352,49425.jpg,A,450,193,509,352
12565,94197.jpg,B,114,294,420,266
12471,57098.jpg,A,34,322,398,345
613,22245.jpg,B,284,127,490,555
27244,11354.jpg,C,322,323,473,397
39181,28813.jpg,B,246,15,584,539
9046,89034.jpg,B,406,331,414,257
24419,14102.jpg,B,610,167,330,397
42831,99531.jpg,A,451,155,298,315
22097,93685.jpg,C,438,282,430,299
39457,07169.jpg,A,279,65,517,499
24311,84907.jpg,B,633,153,369,337
14675,58980.jpg,A,82,177,524,406
4134,52498.jpg,A,2,4,736,716
38444,25271.jpg,A,453,54,303,336
14487,09692.jpg,A,0,117,547,444
10633,71239.jpg,A,448,186,315,283
34120,07148.jpg,A,208,55,818,620
2254,86937.jpg,B,188,47,587,530
18096,42242.jpg,A,521,97,427,469
31939,60698.jpg,A,254,52,370,373
2222,87396.jpg,A,239,105,519,615
5707,51018.jpg,A,10,10,671,648
8663,08734.jpg,A,451,170,303,197
34637,53401.jpg,A,227,41,596,652
41226,88288.jpg,A,488,231,256,239
17687,11345.jpg,A,539,40,419,542
19925,72528.jpg,A,457,160,501,430
18172,28531.jpg,A,393,102,467,354
33449,07678.jpg,A,387,159,287,314
9839,28620.jpg,A,397,347,320,232
28589,73143.jpg,C,280,266,404,309
10429,74580.jpg,C,402,444,322,261
38840,77496.jpg,A,398,203,367,210
40473,77745.jpg,A,504,303,231,246
26819,92463.jpg,C,290,116,480,356
3013,14927.jpg,B,97,7,765,713
10672,66701.jpg,A,480,251,244,226
32393,60035.jpg,B,299,51,418,434
28740,24826.jpg,A,183,112,520,361
21642,12454.jpg,B,437,39,508,389
29878,26899.jpg,A,279,186,418,340
20651,85358.jpg,B,486,283,445,364
15384,47416.jpg,A,365,176,547,509
13912,88018.jpg,A,4,114,451,449
20087,78121.jpg,A,524,268,438,348
7846,43139.jpg,B,446,253,363,342
33940,08018.jpg,B,358,250,343,296
33269,35417.jpg,A,386,411,270,240
24706,94676.jpg,C,358,168,352,386
27425,51156.jpg,C,349,172,470,393
11224,30007.jpg,A,428,259,307,256
21496,66598.jpg,B,473,157,340,273
20586,06290.jpg,B,515,36,466,345
39915,84876.jpg,A,216,9,570,543
33977,30569.jpg,A,385,238,339,262
38113,17292.jpg,A,596,123,235,301
11428,22156.jpg,A,393,244,319,288
40968,30564.jpg,A,504,494,199,182
9932,98620.jpg,A,421,294,298,243
38095,32526.jpg,A,573,61,258,289
7779,14101.jpg,B,470,124,347,312
40489,83381.jpg,A,473,216,281,244
14693,17339.jpg,B,31,117,525,473
16021,74779.jpg,A,533,121,453,471
4333,28699.jpg,A,3,8,796,649
38656,49962.jpg,B,432,242,298,261
27315,26459.jpg,A,291,205,453,369
20211,73515.jpg,A,496,137,421,374
30176,29501.jpg,C,650,33,309,225
8372,08326.jpg,B,384,305,319,264
4862,97586.jpg,B,4,5,849,714
44759,83895.jpg,C,451,364,354,327
11105,03370.jpg,B,374,243,336,251
27409,30262.jpg,A,355,155,488,381
29474,34921.jpg,B,294,59,430,360
18669,94199.jpg,A,489,189,434,381
3195,97491.jpg,A,17,21,764,699
22404,81621.jpg,A,235,125,457,362
18194,19071.jpg,A,464,123,539,498
40532,39521.jpg,A,480,50,290,275
35168,22667.jpg,A,373,13,648,656
35090,21138.jpg,A,299,40,686,663
36901,84398.jpg,A,565,113,299,238
40985,91321.jpg,A,476,207,272,228
21861,14167.jpg,A,435,144,463,332
23307,38833.jpg,C,275,15,464,377
25944,90062.jpg,C,299,80,430,321
17745,63130.jpg,B,509,95,479,485
36324,71909.jpg,B,397,67,384,323
9997,02177.jpg,A,419,252,322,235
15586,02078.jpg,A,349,154,544,566
41488,61755.jpg,A,440,14,358,289
27027,99468.jpg,A,333,265,494,384
38111,94764.jpg,A,534,131,376,270
18768,64321.jpg,B,438,251,530,397
14343,11092.jpg,A,0,181,537,453
37474,89882.jpg,B,587,156,278,306
32013,43268.jpg,A,213,259,385,447
7978,59004.jpg,A,458,230,348,299
16610,55963.jpg,A,458,74,475,484
19337,60614.jpg,A,480,217,422,386
8890,38649.jpg,A,414,329,318,251
33137,40016.jpg,C,365,331,275,261
12067,65202.jpg,A,75,267,433,244
21153,25704.jpg,A,465,71,419,300
42587,28980.jpg,B,482,272,308,257
12195,29585.jpg,B,26,309,424,273
3813,31161.jpg,B,13,7,803,666
25921,40087.jpg,A,430,403,336,232
8127,20371.jpg,B,446,294,352,258
37067,22160.jpg,A,590,169,303,273
24845,03384.jpg,A,396,117,425,427
44711,71924.jpg,C,494,234,313,266
24261,06164.jpg,A,563,136,320,411
21425,78012.jpg,B,453,127,460,329
18994,99771.jpg,A,400,40,553,360
23267,82700.jpg,A,312,83,435,354
3469,76711.jpg,A,21,28,756,692
18247,74966.jpg,A,484,63,453,366
40810,63037.jpg,A,484,323,274,234
22586,24493.jpg,B,272,211,379,316
22238,30378.jpg,A,443,125,449,370
7947,59265.jpg,C,455,261,351,248
32028,87171.jpg,A,236,449,493,271
14627,02340.jpg,A,0,142,592,394
5471,26211.jpg,C,4,3,673,669
28744,08996.jpg,C,253,162,395,399
22448,01213.jpg,A,256,145,391,312
6712,67222.jpg,A,260,215,523,474
24635,21872.jpg,B,432,175,371,333
44686,34815.jpg,A,500,306,334,291
14869,07565.jpg,A,0,56,528,570
34360,39633.jpg,B,151,11,788,707
19619,87319.jpg,A,437,74,521,364
11410,56907.jpg,A,388,230,285,226
17363,67592.jpg,C,732,294,435,389
43178,57751.jpg,A,478,143,359,283
20254,60913.jpg,A,446,228,502,348
6869,61427.jpg,B,510,47,607,650
43714,12840.jpg,A,466,230,370,325
19431,43266.jpg,A,411,104,474,381
9885,19159.jpg,A,444,332,248,218
166,44422.jpg,A,273,207,494,470
23195,71455.jpg,A,330,56,359,378
494,73922.jpg,B,279,95,582,581
35733,39409.jpg,A,119,7,861,645
3117,92489.jpg,A,3,2,785,718
38255,30105.jpg,A,465,108,319,287
9923,50811.jpg,C,436,325,276,242
5419,66902.jpg,B,15,15,712,705
27725,05219.jpg,A,354,212,480,388
15907,81046.jpg,A,561,135,479,553
14372,75619.jpg,C,32,117,555,415
4625,46790.jpg,A,3,1,536,719
44739,31155.jpg,A,500,286,289,287
36453,27889.jpg,A,522,174,362,321
29955,82852.jpg,A,374,343,381,285
31693,68284.jpg,B,413,327,268,191
43365,30221.jpg,A,482,345,320,254
16809,02425.jpg,A,461,92,410,520
25114,25489.jpg,A,836,166,392,416
42754,58769.jpg,A,461,172,297,261
23015,93454.jpg,C,165,153,498,342
3782,74352.jpg,C,2,4,834,716
12298,93655.jpg,A,85,256,418,353
42968,21393.jpg,B,473,247,295,224
13339,12305.jpg,A,54,132,517,366
30025,61259.jpg,C,371,301,444,276
22046,23443.jpg,B,358,117,474,352
38179,99584.jpg,A,588,112,277,276
39411,02060.jpg,A,299,63,480,578
39322,14100.jpg,A,216,24,513,505
4479,80988.jpg,B,4,8,809,712
18343,47240.jpg,B,488,204,428,395
18088,32047.jpg,A,535,106,413,309
6546,06430.jpg,A,278,116,608,463
11489,46568.jpg,C,375,203,312,267
26332,84890.jpg,A,374,191,404,306
22127,30729.jpg,C,521,346,345,316
18849,97005.jpg,A,470,117,449,416
12227,69185.jpg,A,119,171,395,322
13921,16868.jpg,A,88,134,525,448
43490,39066.jpg,A,454,128,441,346
28295,13545.jpg,A,276,200,500,355
14673,92190.jpg,A,41,167,574,482
30715,44487.jpg,B,480,45,483,373
4980,09214.jpg,A,34,6,839,714
970,45186.jpg,C,174,40,565,579
17070,18452.jpg,A,411,94,492,541
14145,57227.jpg,B,37,177,550,459
27983,37107.jpg,B,310,190,514,354
34473,00181.jpg,A,82,9,860,644
2765,96526.jpg,C,40,364,310,315
17547,23457.jpg,A,569,192,441,512
19386,33910.jpg,B,439,283,470,353
997,62736.jpg,A,262,37,583,651
33220,42375.jpg,A,394,302,263,252
35373,36629.jpg,A,248,85,746,562
13457,15879.jpg,C,112,50,440,437
28794,69048.jpg,B,246,233,428,350
38699,80860.jpg,A,436,181,311,251
16217,79238.jpg,A,426,70,432,566
20486,01535.jpg,A,545,195,405,343
25543,11514.jpg,B,293,155,473,418
31701,06678.jpg,A,436,143,238,245
2487,34147.jpg,A,135,216,414,433
9473,68945.jpg,A,434,246,298,233
21231,91153.jpg,A,441,15,468,333
30212,74852.jpg,A,585,129,352,218
21871,50938.jpg,A,433,157,448,380
8215,47345.jpg,A,348,422,344,224
38106,18454.jpg,B,529,221,334,246
25827,71527.jpg,B,391,28,389,333
35568,81742.jpg,A,218,44,765,583
3595,76512.jpg,C,23,5,939,715
10058,51057.jpg,A,423,301,281,234
32755,39287.jpg,A,428,352,220,314
11176,53084.jpg,B,377,240,336,279
13788,57219.jpg,A,41,133,539,452
29112,83199.jpg,C,176,119,469,440
25442,93128.jpg,A,454,156,338,451
7413,60608.jpg,A,182,54,790,652
12159,85600.jpg,A,114,247,391,259
32914,23623.jpg,A,371,442,280,246
29492,02581.jpg,B,232,112,479,369
15914,50259.jpg,A,383,20,506,580
29775,12554.jpg,B,284,299,384,311
13282,34177.jpg,A,49,261,448,411
15875,54956.jpg,A,460,6,494,574
25904,24150.jpg,A,369,87,406,299
40899,99909.jpg,A,468,135,291,214
15036,06935.jpg,C,10,184,567,468
18635,48343.jpg,A,449,127,461,330
6683,62832.jpg,C,440,55,635,520
30139,02531.jpg,A,370,306,371,256
34211,29715.jpg,A,289,41,739,635
41933,55108.jpg,A,487,258,266,253
25065,25488.jpg,A,592,165,345,341
1902,73730.jpg,B,193,71,536,598
18050,29974.jpg,A,509,56,436,386
36109,84380.jpg,B,400,97,375,319
2523,43618.jpg,A,167,133,449,425
789,50220.jpg,C,362,40,599,593
11512,61297.jpg,B,383,258,345,274
8450,05519.jpg,A,451,283,263,235
21910,12453.jpg,A,453,191,429,319
663,48292.jpg,B,241,212,482,492
16416,09402.jpg,C,700,262,408,455
12704,13742.jpg,A,87,213,380,292
13413,83978.jpg,B,98,81,480,463
28070,94444.jpg,B,287,129,502,357
32886,15971.jpg,A,403,236,234,267
27253,28371.jpg,A,312,274,478,362
12867,79348.jpg,A,14,126,485,347
22332,78432.jpg,A,402,73,523,366
36150,82164.jpg,B,429,113,358,292
30168,88559.jpg,A,472,243,342,262
3482,65271.jpg,C,65,24,871,696
17396,19324.jpg,C,358,11,426,508
10799,21412.jpg,C,422,396,263,219
13806,60336.jpg,A,46,80,473,436
7095,46501.jpg,C,467,24,641,692
21346,54734.jpg,A,490,126,416,328
23029,51369.jpg,A,279,170,433,348
10691,36918.jpg,A,421,160,282,249
18119,31009.jpg,A,510,210,446,374
11574,01901.jpg,B,396,227,299,236
33454,63475.jpg,B,357,199,270,257
42809,01471.jpg,A,464,238,322,264
2101,28165.jpg,B,139,79,559,573
27717,94389.jpg,A,298,237,488,363
31833,49611.jpg,A,330,118,341,304
10131,46385.jpg,A,385,306,291,235
31421,16009.jpg,B,394,179,326,203
24787,69790.jpg,B,711,130,378,422
12962,00799.jpg,C,1,136,479,398
6322,03311.jpg,A,496,38,449,576
41671,11148.jpg,B,465,127,305,327
26631,39950.jpg,A,279,68,500,362
33147,89107.jpg,C,386,222,269,261
28204,96503.jpg,A,284,135,544,438
28509,17182.jpg,B,314,114,342,293
34069,75067.jpg,A,449,239,271,308
30349,44496.jpg,A,556,89,346,263
18551,34413.jpg,A,504,183,405,382
23943,36281.jpg,B,913,163,335,341
7486,14624.jpg,C,479,322,299,277
8540,65278.jpg,A,407,308,341,221
32048,87929.jpg,A,206,126,516,429
33744,95778.jpg,A,407,253,263,312
17175,86915.jpg,A,454,9,416,474
23454,21701.jpg,A,280,116,445,365
7216,55372.jpg,B,236,27,727,599
34476,59317.jpg,A,270,6,680,671
12859,25875.jpg,C,51,358,460,340
25319,78967.jpg,B,384,164,423,460
29860,11508.jpg,B,243,302,453,311
26510,30575.jpg,A,386,66,424,335
17340,37092.jpg,A,579,153,394,431
30518,46416.jpg,A,271,335,483,319
35709,77454.jpg,A,193,4,729,708
40792,59131.jpg,A,469,59,290,258
28925,71275.jpg,A,206,218,433,388
7399,17150.jpg,A,251,116,671,562
9191,95200.jpg,A,440,200,303,240
41266,87670.jpg,A,458,150,287,225
25129,20498.jpg,B,525,191,389,420
834,06634.jpg,B,207,101,577,471
37238,38113.jpg,B,539,205,268,245
37922,50822.jpg,A,558,191,305,245
39462,71828.jpg,A,228,79,568,422
35905,12057.jpg,A,203,7,699,565
33461,13142.jpg,A,409,298,290,273
15504,03286.jpg,A,399,102,563,587
12497,13200.jpg,A,220,307,305,318
35414,46920.jpg,B,290,44,651,635
25740,27620.jpg,A,386,120,380,328
44583,47748.jpg,B,476,269,339,326
41002,00231.jpg,A,458,235,286,225
29179,74430.jpg,C,265,108,413,331
38033,27073.jpg,A,578,191,256,269
18049,80470.jpg,A,462,61,467,377
33692,87536.jpg,B,384,172,277,251
5085,51664.jpg,A,2,4,768,703
28344,02806.jpg,A,244,206,527,372
20450,90426.jpg,B,525,289,409,365
2442,38115.jpg,A,297,77,468,549
44896,96101.jpg,C,495,214,329,277
30795,63609.jpg,B,533,46,426,240
15934,43516.jpg,A,337,12,536,530
19259,55475.jpg,A,447,25,447,346
24130,93039.jpg,B,771,162,362,379
11179,89554.jpg,B,397,205,294,228
28215,34579.jpg,A,291,99,453,323
24448,33608.jpg,A,660,170,342,400
21091,86130.jpg,A,489,114,414,328
11158,40682.jpg,A,387,223,356,292
20420,26904.jpg,A,540,365,376,352
1336,58211.jpg,A,51,204,515,484
41040,05470.jpg,C,474,392,251,186
5261,16901.jpg,C,33,13,808,707
29768,52852.jpg,A,269,248,340,300
35967,24364.jpg,A,145,29,742,609
19116,51784.jpg,B,420,101,523,418
41379,60852.jpg,A,488,153,256,193
27275,27367.jpg,A,321,169,517,397
20804,90102.jpg,C,526,143,396,330
25717,54256.jpg,B,298,45,461,357
15727,70992.jpg,A,478,138,401,548
1847,15049.jpg,A,274,37,544,586
19840,96392.jpg,B,502,94,457,366
9999,01023.jpg,A,440,215,249,200
18152,52076.jpg,B,507,28,473,378
26048,58898.jpg,A,338,115,387,313
20985,12429.jpg,A,525,162,416,358
44357,34674.jpg,A,528,269,256,295
8103,38428.jpg,C,458,283,332,275
27326,71798.jpg,A,359,125,424,357
35441,67232.jpg,A,278,52,641,507
11302,85830.jpg,A,415,275,304,234
38598,14331.jpg,A,474,144,286,295
43511,13919.jpg,A,456,65,391,319
25605,02917.jpg,A,171,126,350,364
22312,57732.jpg,A,416,51,524,329
28453,70072.jpg,A,268,2,400,320
15590,69099.jpg,A,368,127,523,508
15566,49107.jpg,A,223,96,564,522
18448,34946.jpg,B,395,25,508,392
41554,07613.jpg,B,448,129,346,284
27508,87900.jpg,A,322,3,505,416
8061,84394.jpg,C,490,177,362,307
26440,05767.jpg,A,392,99,346,302
9187,40957.jpg,B,357,269,328,250
260,81178.jpg,C,306,62,527,622
18585,66099.jpg,A,473,152,430,383
3146,74690.jpg,C,9,4,837,716
23142,56733.jpg,A,311,178,473,343
7720,45490.jpg,B,533,124,331,320
33380,14413.jpg,A,395,166,253,241
10560,86850.jpg,A,446,279,299,261
6327,33028.jpg,C,282,61,508,532
27343,78761.jpg,A,303,119,451,367
38794,83259.jpg,A,422,256,337,258
9489,70600.jpg,A,432,381,305,248
13531,87992.jpg,A,28,122,460,408
8646,72658.jpg,A,423,323,351,223
22455,90864.jpg,C,287,103,465,352
25485,19801.jpg,B,398,141,367,407
5196,41760.jpg,A,9,1,708,719
22930,22894.jpg,A,312,117,462,344
43056,11863.jpg,B,516,302,271,254
4527,87650.jpg,A,2,1,684,679
2323,15190.jpg,A,225,103,510,496
34072,62942.jpg,A,387,226,275,282
6799,03876.jpg,A,473,12,536,688
5762,01984.jpg,C,41,52,648,668
197,82310.jpg,A,272,95,597,544
11784,17590.jpg,B,180,197,361,264
30711,61458.jpg,A,572,71,372,299
24491,29028.jpg,B,691,166,387,360
13791,76373.jpg,A,79,143,455,391
7585,64708.jpg,A,492,254,328,315
18971,15120.jpg,A,455,85,419,343
20354,49116.jpg,B,499,134,457,372
22935,63211.jpg,B,347,88,404,311
40978,97677.jpg,A,452,129,299,268
2554,68086.jpg,A,120,240,383,446
25870,97773.jpg,A,366,97,378,292
39955,86795.jpg,A,255,105,565,571
4777,36247.jpg,A,3,3,781,695
12458,99157.jpg,C,125,228,404,347
5569,90005.jpg,C,17,4,724,687
32387,35561.jpg,B,253,66,398,447
41523,60892.jpg,B,464,106,304,300
9474,33332.jpg,A,472,238,243,270
42099,48269.jpg,A,467,310,288,244
14867,69131.jpg,B,0,91,538,482
28059,21653.jpg,C,349,170,491,390
6593,87409.jpg,A,264,197,613,493
30365,36905.jpg,A,489,209,358,261
26431,66556.jpg,A,409,185,378,290
4093,82095.jpg,B,3,1,774,719
4685,91247.jpg,A,7,4,679,716
4030,10223.jpg,A,2,5,738,608
41729,69976.jpg,B,454,116,313,245
43793,49035.jpg,A,356,182,458,270
5392,17450.jpg,B,13,12,760,697
37451,37794.jpg,A,593,85,267,324
42510,43524.jpg,A,486,203,324,286
16517,00825.jpg,B,369,14,454,534
14677,33439.jpg,C,14,78,572,454
16246,15992.jpg,A,335,6,432,502
20963,07174.jpg,A,521,335,410,332
27477,95576.jpg,A,256,213,526,447
39035,18587.jpg,A,234,61,623,570
22185,02463.jpg,B,414,44,534,376
17038,69734.jpg,A,656,161,404,462
30619,64080.jpg,A,341,300,433,311
27539,25439.jpg,B,319,364,429,337
29421,03125.jpg,A,230,198,460,349
25964,97152.jpg,B,449,295,327,243
23218,77157.jpg,C,276,65,429,359
3082,51005.jpg,A,7,1,840,719
821,04858.jpg,A,187,167,588,486
21988,36969.jpg,A,372,127,526,327
4620,58324.jpg,A,2,7,736,713
8090,90406.jpg,A,494,207,325,274
44644,10035.jpg,C,504,299,316,294
9084,35958.jpg,A,336,327,362,221
2907,53407.jpg,A,151,194,385,400
18176,99081.jpg,A,488,176,414,333
36633,26371.jpg,A,547,141,336,278
20125,55295.jpg,B,524,60,399,346
3279,46009.jpg,A,32,21,803,699
18128,95610.jpg,A,425,190,436,409
13370,17739.jpg,A,22,149,430,451
35877,15776.jpg,A,266,106,748,573
32284,26831.jpg,A,178,58,444,360
26306,38111.jpg,A,407,238,364,279
6166,52922.jpg,A,255,172,513,539
13723,82711.jpg,A,41,204,487,408
19793,88645.jpg,B,524,175,396,324
13505,47787.jpg,A,19,189,469,473
21562,62842.jpg,B,418,75,498,322
9159,66415.jpg,C,402,395,298,228
30720,56136.jpg,B,542,50,425,270
10439,11153.jpg,A,401,346,326,236
16038,25265.jpg,C,521,186,434,483
26395,44089.jpg,B,379,233,362,279
43850,19691.jpg,A,435,202,324,305
17056,60532.jpg,C,600,199,406,507
23720,20820.jpg,A,288,54,457,380
13667,83769.jpg,A,21,91,398,426
52,47910.jpg,B,149,67,602,524
32122,12276.jpg,A,270,101,390,336
30481,41982.jpg,A,551,148,382,266
43782,44418.jpg,B,382,206,437,298
18979,07125.jpg,B,434,102,486,364
11806,61138.jpg,A,74,206,409,327
44760,49914.jpg,B,509,255,321,300
39094,44680.jpg,A,172,114,706,522
2594,13153.jpg,A,173,121,467,443
21186,14563.jpg,A,476,52,429,312
20911,24661.jpg,A,482,103,401,311
32148,94977.jpg,A,204,271,486,370
40381,56603.jpg,A,282,190,542,427
12696,86296.jpg,A,95,281,463,327
21367,10750.jpg,B,440,228,394,324
35879,56417.jpg,A,263,27,775,642
1643,96106.jpg,A,53,14,643,570
20722,20840.jpg,A,494,155,451,360
44257,27703.jpg,B,384,183,424,322
10922,59975.jpg,A,432,444,276,244
8263,04210.jpg,A,437,257,293,231
12181,78106.jpg,B,118,209,373,329
23412,20055.jpg,A,282,80,420,374
3226,09116.jpg,A,10,13,824,707
23400,21273.jpg,C,258,102,487,373
31940,45952.jpg,A,333,77,273,417
27748,91431.jpg,C,256,306,510,400
30011,13580.jpg,A,267,367,481,320
5697,98586.jpg,C,20,7,694,700
9814,54443.jpg,C,425,383,294,265
110,79298.jpg,B,252,102,566,517
33474,99978.jpg,A,337,231,324,260
43148,89092.jpg,A,486,359,343,250
38574,59027.jpg,B,427,167,327,246
43377,20288.jpg,A,465,369,386,277
20837,50376.jpg,A,557,81,390,342
31961,72411.jpg,A,264,113,391,388
43110,51183.jpg,A,399,404,339,286
27210,67013.jpg,A,353,50,490,419
19115,85581.jpg,B,448,364,440,335
44564,42442.jpg,A,475,341,334,317
25554,10016.jpg,A,456,123,503,451
23567,71754.jpg,A,305,117,422,331
19187,98589.jpg,A,475,172,491,355
26709,30455.jpg,B,382,26,422,320
38692,81995.jpg,A,414,217,339,260
10350,09733.jpg,A,421,267,316,260
11774,56300.jpg,A,105,227,400,319
24567,56625.jpg,B,518,130,392,440
9,08589.jpg,A,330,61,541,593
5869,33982.jpg,C,24,8,862,712
39239,18290.jpg,A,163,116,601,510
25316,79575.jpg,A,365,138,436,464
8732,63920.jpg,A,431,339,282,231
5557,73969.jpg,C,29,13,763,707
44545,93490.jpg,A,483,157,309,303
12224,80533.jpg,B,81,267,375,291
22603,94303.jpg,C,203,268,457,351
34413,67982.jpg,A,197,45,746,675
17820,76707.jpg,A,467,49,446,545
41440,46244.jpg,A,513,158,271,279
24416,09908.jpg,B,640,201,362,356
27672,29486.jpg,C,304,258,466,366
19265,90983.jpg,B,465,46,501,384
11659,65347.jpg,B,382,258,294,289
33580,71386.jpg,A,376,304,272,279
4331,07614.jpg,A,3,4,721,650
12715,13353.jpg,A,60,188,411,327
3526,73032.jpg,A,15,13,931,707
44152,34739.jpg,A,363,210,376,308
4275,47153.jpg,A,31,6,893,714
31154,90116.jpg,A,372,281,287,252
6972,41870.jpg,B,269,27,695,647
40244,52027.jpg,C,321,170,445,447
19195,00299.jpg,A,508,253,463,344
40657,30574.jpg,A,461,303,291,219
15589,78102.jpg,A,334,73,508,592
43795,64990.jpg,B,429,367,343,264
39984,05913.jpg,A,212,34,614,536
11675,48710.jpg,B,150,182,366,370
20654,76862.jpg,B,542,31,374,377
35337,18931.jpg,A,315,29,661,691
27544,55422.jpg,A,214,274,546,402
31197,84219.jpg,A,363,290,301,227
7843,96172.jpg,C,481,306,334,328
28474,94593.jpg,B,327,205,348,325
23246,08028.jpg,C,279,110,413,350
5246,06260.jpg,A,3,5,629,674
7449,52745.jpg,A,412,52,721,591
41742,16660.jpg,B,417,32,326,301
40322,55885.jpg,A,304,358,467,361
9554,71836.jpg,A,423,328,282,226
44680,96026.jpg,A,485,272,333,286
36362,91607.jpg,A,512,56,286,327
38734,83773.jpg,A,414,257,328,254
23619,19124.jpg,C,282,85,481,365
37731,05105.jpg,A,565,247,238,312
13094,30590.jpg,A,15,145,429,403
1110,03146.jpg,B,199,20,536,573
6860,42735.jpg,B,446,49,697,627
37553,17816.jpg,B,556,67,342,287
19433,62057.jpg,A,524,20,396,374
8150,95357.jpg,C,447,226,368,316
43902,63298.jpg,B,416,142,361,317
32431,59992.jpg,A,391,169,277,279
31399,02249.jpg,A,373,243,297,221
36369,53953.jpg,B,475,202,328,273
37207,08408.jpg,A,523,55,304,257
29174,81619.jpg,B,285,90,461,355
9492,67696.jpg,A,390,326,298,236
16785,44016.jpg,B,544,195,458,474
19241,18776.jpg,B,435,20,512,378
37572,95713.jpg,A,511,191,320,293
7119,64351.jpg,B,527,1,578,696
14607,81947.jpg,A,0,98,592,478
10791,77675.jpg,C,446,223,267,234
8754,99767.jpg,A,418,384,301,208
31764,65000.jpg,A,373,211,278,217
41955,95400.jpg,B,476,195,347,264
18023,22578.jpg,A,462,194,434,349
